"","Editd_g","Kill_cd","Distance"
"2467",3,1,27152.83773827
"2468",4,1,32014.92908884
"2469",15,1,37894.26842786
"2470",2,1,33665.54512532
"2471",2,1,20030.23176948
"2472",4,1,32822.14654937
"2473",4,1,28085.69781981
"2474",5,1,32822.14654937
"2475",0,1,26344.53973829
"2476",10,1,31385.98833422
"2477",10,1,26736.55043873
"2478",0,1,38951.15861875
"2479",1,1,24252.16534505
"2480",12,1,47055.92827229
"2481",9,1,37435.06834084
"2482",23,1,21750.13930301
"2483",5,1,15776.65118071
"2484",15,1,18279.05428014
"2485",21,1,18765.31675999
"2486",6,1,46510.31681601
"2487",4,1,30655.92699867
"2488",8,1,30738.09723707
"2489",3,1,30372.10531382
"2490",4,1,8854.08474973
"2491",3,1,7728.03833492
"2492",5,1,4041.15004521
"2493",7,1,13636.06842282
"2494",15,1,26707.14551784
"2495",13,1,15890.2018554
"2496",17,1,51822.51435474
"2497",3,5,34286.24874075
"2498",15,1,18260.62066748
"2499",6,1,11990.1904475
"2500",0,1,12952.84558188
"2501",14,1,19247.08210907
"2502",7,1,40546.55615934
"2503",5,1,37031.04014111
"2504",17,1,22923.35480908
"2505",7,1,16887.65198039
"2506",6,1,29581.17746115
"2507",8,1,29328.55680682
"2508",8,1,25313.08530435
"2509",8,1,47359.40512008
"2510",9,1,32545.15431509
"2511",5,1,29581.17746115
"2512",11,1,47439.53037822
"2513",9,1,23700.85854062
"2514",5,1,8085.63206326
"2515",3,5,44127.86453782
"2516",0,1,31141.27130309
"2517",0,1,10909.94849932
"2518",0,1,17945.70481461
"2519",5,1,16346.53790635
"2520",8,1,30268.02302557
"2521",4,1,30253.26818926
"2522",0,1,38833.255976
"2523",2,1,34446.82073432
"2524",3,2,6353.15308281
"2525",2,1,18166.53100567
"2526",14,1,21196.49037773
"2527",5,1,27827.62008156
"2528",0,1,20860.36984873
"2529",3,2,3800.45351299
"2530",6,2,7536.36291176
"2531",4,4,5852.42047569
"2532",4,2,13043.30055337
"2533",0,1,23975.80651603
"2534",0,1,13344.17373964
"2535",4,1,10424.68181358
"2536",3,1,21775.20703834
"2537",3,1,21775.20703834
"2538",0,1,25217.30438955
"2539",2,1,9087.4671895
"2540",6,1,20621.03118651
"2541",23,1,23342.43043132
"2542",0,1,20895.65094152
"2543",0,1,14296.18526951
"2544",6,1,22771.03868168
"2545",0,1,22579.28710119
"2546",0,4,13344.17373964
"2547",13,2,29270.61621077
"2548",23,4,25873.80377974
"2549",13,2,20314.83097621
"2550",4,1,21240.86809447
"2551",1,3,20956.60027854
"2552",0,4,28801.60078783
"2553",0,2,1300.85313186
"2554",0,4,17292.76974571
"2555",12,2,2128.87518262
"2556",17,1,20990.88827371
"2557",7,1,12299.40089981
"2558",2,1,13558.75373299
"2559",0,2,45192.5951811
"2560",5,4,41555.14640716
"2561",0,2,38742.93794588
"2562",5,1,10464.18007126
"2563",0,4,52309.40500048
"2564",3,1,46912.84773724
"2565",3,1,46912.84773724
"2566",0,1,21760.24666871
"2567",13,1,38635.17129685
"2568",5,2,29485.49613757
"2569",4,1,16156.56871357
"2570",2,1,86613.46912286
"2571",2,2,10538.74081607
"2572",2,2,10538.74081607
"2573",8,2,10538.74081607
"2574",12,2,40090.89613547
"2575",10,2,40090.89613547
"2576",2,2,54989.38417589
"2577",2,2,54989.38417589
"2578",0,2,700.05442258
"2579",0,2,12972.77240523
"2580",18,1,634.43953056
"2581",15,1,8670.70687119
"2582",11,1,6012.44845749
"2583",3,2,8586.97921761
"2584",4,1,7613.91148858
"2585",2,1,69009.35200519
"2586",0,2,76139.22336873
"2587",10,1,73256.96135416
"2588",18,4,36338.79186075
"2589",12,1,20910.74808592
"2590",12,4,19089.81749234
"2591",5,1,17686.16959721
"2592",6,6,7405.77599298
"2593",1,6,7405.77599298
"2594",9,1,6668.1310947
"2595",7,1,22479.92991508
"2596",4,1,7508.78519931
"2597",0,1,7124.96516413
"2598",5,1,25784.95832105
"2599",16,1,23456.59549681
"2600",12,1,5199.05030707
"2601",2,1,64909.7714436
"2602",5,1,24176.86952217
"2603",0,4,78334.41145808
"2604",9,1,21342.85991486
"2605",18,1,93403.49151187
"2606",2,2,31036.41617271
"2607",13,1,26598.59746794
"2608",6,1,68028.57722146
"2609",1,1,68028.57722146
"2610",14,1,21263.05044634
"2611",18,1,88734.7373703
"2612",2,1,22867.09115892
"2613",2,1,7463.59244652
"2614",8,1,8702.01606397
"2615",2,1,22081.02793523
"2616",15,1,83338.79333269
"2617",9,1,24176.86952217
"2618",6,1,22312.34032602
"2619",20,1,12629.42244271
"2620",14,1,22959.29114267
"2621",8,1,45600.48436411
"2622",4,1,27166.79119577
"2623",8,1,21621.20815148
"2624",9,1,15651.5762699
"2625",6,1,49282.24301108
"2626",11,1,10843.88361177
"2627",9,1,21405.97327988
"2628",3,1,71563.90824219
"2629",14,1,73232.86804936
"2630",3,1,32682.88738502
"2631",3,1,24550.68392508
"2632",23,1,4316.99392666
"2633",9,1,53513.78449692
"2634",8,1,24653.93585764
"2635",3,1,47547.17041978
"2636",1,1,19702.30104105
"2637",3,1,23305.4225684
"2638",13,1,17872.88560291
"2639",4,1,37439.94996359
"2640",6,1,73784.59450589
"2641",2,1,48522.30603892
"2642",24,1,41232.72632236
"2643",0,1,2220.56294742
"2644",3,1,17250.19781604
"2645",4,1,21211.13294021
"2646",1,1,44389.08090553
"2647",9,1,47547.17041978
"2648",3,1,54345.08550764
"2649",24,1,34644.24274327
"2650",9,1,72396.25527592
"2651",3,1,29159.42779589
"2652",7,1,20088.19481823
"2653",10,1,54975.72937344
"2654",4,1,73232.86804936
"2655",3,1,48522.30603892
"2656",10,1,23144.07850002
"2657",12,1,21996.96256537
"2658",10,1,51223.58702172
"2659",0,1,38512.65072484
"2660",10,1,38512.65072484
"2661",13,1,49733.92550597
"2662",3,1,46131.43649246
"2663",13,1,28668.91009561
"2664",2,1,24401.58617489
"2665",5,1,25750.2624041
"2666",3,1,42690.6486527
"2667",2,1,29862.73563985
"2668",3,1,47547.17041978
"2669",3,1,27632.02155265
"2670",5,1,26775.44667312
"2671",14,1,8032.03321835
"2672",3,1,17902.29483666
"2673",0,1,37934.16829612
"2674",0,1,42031.45681205
"2675",0,1,74073.60180946
"2676",0,1,30758.68039862
"2677",6,1,68769.08175989
"2678",2,1,45855.87284302
"2679",5,1,20211.92141622
"2680",5,1,17347.80820971
"2681",2,1,74619.11407334
"2682",0,1,54030.23123335
"2683",0,1,27591.69592091
"2684",4,1,69912.62095816
"2685",15,1,26236.84580842
"2686",6,1,97017.52332811
"2687",7,1,18365.92645456
"2688",5,1,97840.33545883
"2689",2,1,45365.61177337
"2690",2,2,59907.26816077
"2691",2,2,59907.26816077
"2692",6,1,26705.8184443
"2693",15,1,103675.36797791
"2694",7,1,24673.33751619
"2695",7,1,29486.63602981
"2696",2,2,69094.00157633
"2697",7,1,19900.50411089
"2698",5,1,24773.6467339
"2699",10,1,102407.4650267
"2700",24,1,8739.03541347
"2701",3,1,50706.66360351
"2702",6,1,21211.13294021
"2703",5,1,7353.77245875
"2704",6,1,48762.40003672
"2705",12,1,9342.54277858
"2706",2,1,49021.63396074
"2707",9,1,19702.30104105
"2708",20,1,110394.29097299
"2709",11,1,24146.90792274
"2710",3,1,71563.90824219
"2711",9,1,23239.54759445
"2712",0,1,37099.42480452
"2713",6,1,2221.9534155
"2714",6,1,24146.90792274
"2715",13,1,109630.28272543
"2716",10,1,40697.01685478
"2717",0,1,108630.35440943
"2718",7,1,97394.22755431
"2719",5,1,103733.09037855
"2720",6,1,28822.44828315
"2721",6,1,95434.947429
"2722",6,1,87659.94481835
"2723",15,1,24146.90792274
"2724",0,1,16780.71397726
"2725",4,1,73232.86804936
"2726",7,1,23155.82100289
"2727",8,1,104645.69834457
"2728",7,1,38318.80339475
"2729",0,2,47685.8516633
"2730",0,1,75457.72518827
"2731",0,1,21116.91988482
"2732",21,1,53080.51594083
"2733",4,4,36396.34054092
"2734",0,1,22882.94450291
"2735",5,1,26572.30057301
"2736",8,1,20646.93072913
"2737",3,1,19328.02150896
"2738",6,1,17958.22882021
"2739",10,1,26229.15654862
"2740",0,2,6605.64673796
"2741",0,2,5795.6248944
"2742",3,1,8855.87562157
"2743",5,1,8143.61232
"2744",0,1,34254.73758321
"2745",0,1,32268.15009651
"2746",12,1,32252.13946222
"2747",6,1,41252.56862857
"2748",8,1,26766.06840852
"2749",12,1,21250.64189293
"2750",2,2,14268.49507188
"2751",3,1,25608.07912761
"2752",0,4,18634.60246282
"2753",15,2,6176.10694638
"2754",9,2,8422.30038692
"2755",2,9,38271.58074427
"2756",0,2,12172.90562866
"2757",8,1,9236.10723941
"2758",15,1,7980.09380576
"2759",11,1,7216.05965924
"2760",5,1,6980.32114804
"2761",10,1,9053.77251874
"2762",12,1,8063.09676865
"2763",5,1,6980.32114804
"2764",2,1,6980.32114804
"2765",0,3,3717.74837209
"2766",6,1,6980.32114804
"2767",3,2,2699.69199871
"2768",8,1,5980.64126143
"2769",0,1,6090.95455945
"2770",7,1,7216.05965924
"2771",0,1,13960.70614492
"2772",0,1,30272.51225779
"2773",11,2,2422.63981603
"2774",17,1,18203.99679566
"2775",10,1,21357.67341419
"2776",4,1,24013.13562337
"2777",6,1,19401.30241268
"2778",0,1,27100.42576812
"2779",8,1,15188.41445264
"2780",9,1,18718.96687818
"2781",8,2,405.47516374
"2782",6,4,2977.29855018
"2783",11,5,24938.77710616
"2784",9,1,17186.97694524
"2785",14,1,98617.9368191
"2786",6,1,132095.20191132
"2787",7,1,132095.20191132
"2788",7,1,100345.62336969
"2789",25,1,85474.70804762
"2790",2,1,55254.5493611
"2791",13,1,131246.23634887
"2792",5,1,130990.09070091
"2793",13,1,57621.43245069
"2794",8,1,74952.95896639
"2795",2,1,120718.93872986
"2796",13,1,64317.17775851
"2797",0,1,77221.35845149
"2798",3,1,95938.4562237
"2799",25,1,46555.1044967
"2800",3,1,121622.05468177
"2801",0,1,76556.78222277
"2802",12,1,138304.60173116
"2803",3,1,111119.76097292
"2804",3,1,132414.32086258
"2805",3,1,128135.48261365
"2806",2,1,36997.92274701
"2807",3,1,110541.58831361
"2808",2,1,131171.42377683
"2809",11,1,117479.02071332
"2810",8,1,117479.02071332
"2811",9,1,134318.02549591
"2812",4,1,52100.95508575
"2813",4,1,52100.95508575
"2814",9,1,87867.37966422
"2815",6,1,54117.89201438
"2816",12,1,81808.58308788
"2817",4,1,77660.85948265
"2818",13,1,55711.91077619
"2819",15,1,42949.98165681
"2820",2,1,103764.809316
"2821",1,1,86798.76423804
"2822",14,1,86798.76423804
"2823",25,1,65767.07274787
"2824",3,1,124037.29047236
"2825",4,1,104182.94664979
"2826",2,1,57718.82096101
"2827",6,1,112113.54539377
"2828",19,1,124450.49317464
"2829",3,1,98974.28168966
"2830",4,1,113621.79877
"2831",8,1,91052.39405439
"2832",10,1,47518.9669113
"2833",4,1,37996.27744884
"2834",4,1,28693.50272898
"2835",4,1,101849.05958067
"2836",3,1,78624.559153
"2837",4,1,85317.03654549
"2838",21,1,79014.55290677
"2839",4,1,97288.215729
"2840",4,1,94464.86314036
"2841",24,1,73568.0215821
"2842",5,1,33889.57873061
"2843",13,1,67070.67822369
"2844",11,1,148102.1261959
"2845",7,1,70738.2077567
"2846",6,1,78886.10054237
"2847",3,1,97573.93542522
"2848",10,1,151845.48484749
"2849",7,1,153891.10807238
"2850",12,1,149271.38300535
"2851",11,1,125999.70348208
"2852",3,1,131947.60577803
"2853",5,1,137207.22164406
"2854",2,1,59138.93749604
"2855",5,1,59221.00709519
"2856",2,1,59138.93749604
"2857",0,1,23812.8916518
"2858",5,1,149271.38300535
"2859",5,1,109749.54599519
"2860",2,1,112125.45061506
"2861",4,1,71499.26318862
"2862",7,1,106873.06269026
"2863",2,1,57870.76859497
"2864",2,1,37984.52928547
"2865",23,1,51105.3357241
"2866",2,1,55337.24126472
"2867",2,1,89291.10503839
"2868",5,1,92470.46918972
"2869",3,1,63954.01627156
"2870",3,1,90170.85689772
"2871",5,1,105750.99465954
"2872",5,1,95871.84229782
"2873",5,1,61876.24477308
"2874",15,1,123668.25319923
"2875",6,1,89601.33710591
"2876",8,1,95780.53945676
"2877",11,1,125206.67900366
"2878",5,1,151880.40122634
"2879",7,1,83175.86396018
"2880",4,1,46605.47921719
"2881",2,1,31040.79739221
"2882",0,1,70206.55283831
"2883",2,1,88264.82817134
"2884",1,1,67832.22484308
"2885",6,1,52004.03508394
"2886",0,1,52927.191489
"2887",3,1,121123.45820563
"2888",3,1,76090.02752395
"2889",3,1,33467.02043185
"2890",12,1,65825.11423932
"2891",16,1,56562.29842743
"2892",4,1,69621.02385359
"2893",0,1,27845.64021328
"2894",9,1,151880.40122634
"2895",5,1,94115.37377352
"2896",2,1,110704.82710187
"2897",4,1,93332.16401957
"2898",2,1,107291.83999845
"2899",4,1,85637.90431166
"2900",17,1,118133.38322467
"2901",2,1,112613.38982343
"2902",18,1,100089.65406913
"2903",3,1,24133.3725568
"2904",8,1,12049.71852944
"2905",5,1,23733.59893623
"2906",4,1,16170.97112629
"2907",3,1,124452.79514237
"2908",0,1,88085.26058172
"2909",17,1,109789.20190529
"2910",19,1,144731.19650539
"2911",1,1,81939.27490645
"2912",7,1,88665.80174421
"2913",1,1,84943.36248912
"2914",2,1,84943.36248912
"2915",2,1,135707.63295421
"2916",7,1,105764.96381642
"2917",0,1,57904.58169689
"2918",6,1,103639.52280465
"2919",13,1,91628.28982233
"2920",5,1,90327.10011229
"2921",0,1,11200.3887301
"2922",4,1,92194.53394016
"2923",3,1,90840.01287939
"2924",8,1,98781.41830059
"2925",5,1,87935.21631225
"2926",9,1,67827.33000341
"2927",2,1,96736.719537
"2928",5,1,101490.20987304
"2929",0,1,44891.248298
"2930",19,1,59345.3686352
"2931",3,1,75264.23306317
"2932",0,1,19498.19183846
"2933",4,1,16170.97112629
"2934",2,1,115820.01123772
"2935",0,2,27099.61817003
"2936",66,5,39725.32585782
"2937",66,5,39725.32585782
"2938",3,1,29995.40769704
"2939",16,1,79257.90105915
"2940",10,1,31205.46206828
"2941",9,1,81256.90377739
"2942",4,1,59001.39999664
"2943",13,1,67478.49539747
"2944",0,1,27845.64021328
"2945",5,1,110864.46872657
"2946",3,1,33680.50064357
"2947",6,1,17150.00363136
"2948",8,1,130273.1575869
"2949",0,1,151847.03332124
"2950",0,1,71963.77050659
"2951",3,1,53000.77657332
"2952",2,1,75434.22439287
"2953",3,1,124418.78484035
"2954",14,1,124189.18384015
"2955",5,1,61063.22520262
"2956",7,1,37077.60072409
"2957",20,1,117388.78445064
"2958",2,2,102217.32104671
"2959",3,1,129162.28083296
"2960",2,1,25824.41799268
"2961",3,1,34909.46752308
"2962",5,1,65185.50823229
"2963",2,1,86360.31718765
"2964",24,1,60381.19340292
"2965",4,1,81892.43567819
"2966",5,1,77564.58943052
"2967",10,1,122924.32482014
"2968",3,1,85725.61898783
"2969",3,1,86452.58229553
"2970",0,1,102200.52582382
"2971",5,1,29918.45474383
"2972",3,1,73984.16170331
"2973",9,1,44742.25040492
"2974",18,1,56088.81446048
"2975",9,1,105523.99896668
"2976",5,1,148353.69624022
"2977",5,1,95421.88345858
"2978",99,1,127536.56091101
"2979",6,1,19570.99073067
"2980",2,1,70054.14139638
"2981",4,1,83249.50107956
"2982",3,1,91214.07949727
"2983",4,1,125816.01306507
"2984",8,1,83652.39152534
"2985",0,1,85459.71791908
"2986",4,1,9930.27912584
"2987",13,1,73496.0185675
"2988",8,1,89871.7357399
"2989",3,1,24133.3725568
"2990",0,2,155039.39972689
"2991",0,2,4017.77318006
"2992",0,2,4017.77318006
"2993",19,1,85749.02522189
"2994",8,1,68122.75267658
"2995",3,1,72779.53207353
"2996",12,1,34655.83881619
"2997",3,1,54352.27558112
"2998",9,1,104873.40720671
"2999",3,1,63156.54712295
"3000",0,2,54396.97366598
"3001",0,2,105819.52788129
"3002",11,1,152869.97299636
"3003",5,1,142505.5630988
"3004",4,1,79679.00178356
"3005",23,1,75302.48853545
"3006",5,1,141226.6842036
"3007",12,1,144999.91742507
"3008",5,1,133365.23628873
"3009",5,1,105695.43220282
"3010",8,2,2853.38578316
"3011",4,1,11477.31411476
"3012",3,1,97267.21569115
"3013",4,1,119070.99024232
"3014",5,1,30614.10618953
"3015",2,1,73052.43225299
"3016",8,1,81051.9796019
"3017",11,1,54415.62159333
"3018",7,1,67346.8440077
"3019",4,1,65865.40904517
"3020",6,1,80451.50525365
"3021",0,1,127456.84840555
"3022",4,1,40927.87958619
"3023",0,1,77592.29662826
"3024",3,1,69326.69194923
"3025",2,1,113350.68444962
"3026",6,1,54757.0641638
"3027",23,1,46133.21604028
"3028",1,1,82913.28060524
"3029",5,1,47799.84264631
"3030",6,1,87852.17541825
"3031",6,1,27210.08528409
"3032",3,1,81631.89446843
"3033",14,1,126825.57580556
"3034",3,1,72904.18247763
"3035",9,1,66966.25220401
"3036",13,1,64216.72522602
"3037",9,1,135373.98668226
"3038",3,1,71733.11938741
"3039",0,1,29453.61513507
"3040",6,1,104128.56581947
"3041",1,2,111355.39289703
"3042",5,1,94091.59748283
"3043",14,1,73937.98599323
"3044",19,1,77982.2992308
"3045",17,1,111396.51279156
"3046",0,1,37123.57427638
"3047",0,4,3222.80193098
"3048",11,1,116885.41319651
"3049",2,1,86863.82843119
"3050",4,1,136160.15471365
"3051",4,1,79799.73318813
"3052",18,1,79874.22071059
"3053",5,1,70113.37209425
"3054",8,1,134945.73967051
"3055",2,1,130627.09470116
"3056",0,1,49819.6507489
"3057",6,1,134910.14952805
"3058",9,1,112065.68356981
"3059",0,1,67060.6072383
"3060",1,1,77456.64778071
"3061",6,1,52663.41503593
"3062",0,1,120982.27085982
"3063",13,1,93709.57391205
"3064",4,2,4057.3126746
"3065",3,1,81821.33548558
"3066",15,1,106862.38270723
"3067",19,1,15031.86850429
"3068",10,1,129699.62373817
"3069",5,1,122711.18867631
"3070",11,1,95798.65941395
"3071",21,1,125019.04920168
"3072",5,1,7827.096683
"3073",4,1,22434.76580998
"3074",1,1,12085.69694992
"3075",2,1,80430.44653384
"3076",13,1,74645.39042817
"3077",12,1,145364.05389282
"3078",1,1,98900.70174951
"3079",9,1,93881.87707589
"3080",24,1,90795.64021545
"3081",16,2,995.89316849
"3082",1,1,12565.70573291
"3083",0,1,45275.45151839
"3084",8,1,94446.68439214
"3085",0,1,81208.36279614
"3086",12,1,28943.8573209
"3087",15,1,86447.74465591
"3088",8,1,61228.6843032
"3089",6,1,14036.8112774
"3090",14,1,119843.97748912
"3091",14,1,120072.72411009
"3092",5,1,137014.04916366
"3093",10,1,81580.28250242
"3094",3,1,37226.96756626
"3095",0,1,74449.52986948
"3096",9,1,113613.77944656
"3097",8,1,142505.5630988
"3098",5,1,70012.3939423
"3099",13,1,102523.76141947
"3100",4,1,79773.34850935
"3101",10,2,28018.59331139
"3102",1,1,19314.21198679
"3103",10,1,48230.76965446
"3104",22,1,29996.5643319
"3105",4,1,96054.07604046
"3106",19,1,107637.75310551
"3107",14,1,104827.73566088
"3108",3,1,58080.50468416
"3109",2,1,32293.89541356
"3110",11,1,75978.36150755
"3111",2,1,57986.3153969
"3112",0,1,56527.89726917
"3113",0,1,22287.66527027
"3114",0,1,81675.62229223
"3115",12,2,53399.6591796
"3116",13,1,86452.58229553
"3117",2,1,77043.17074796
"3118",5,1,95723.8052634
"3119",6,1,85404.63275292
"3120",22,1,74866.82189938
"3121",4,1,117793.7292553
"3122",4,1,110282.24031237
"3123",6,1,81271.6870283
"3124",1,1,88189.92879909
"3125",7,1,112270.24489999
"3126",1,1,87976.29568885
"3127",2,1,100417.34150605
"3128",14,1,116114.04896726
"3129",16,1,87147.26847319
"3130",9,1,126478.29250388
"3131",15,1,126523.04622766
"3132",0,2,2711.56200817
"3133",0,2,3595.75415813
"3134",0,1,78978.83370053
"3135",0,1,100773.21667334
"3136",0,1,19037.59440831
"3137",0,1,84840.07882726
"3138",0,1,71040.8428566
"3139",0,1,93322.62102262
"3140",0,1,102603.39359974
"3141",0,2,3396.77534018
"3142",0,1,32475.09389844
"3143",0,1,90758.93010252
"3144",0,1,28854.98883704
"3145",0,1,115497.25329394
"3146",0,1,35115.09554662
"3147",0,1,39553.60747453
"3148",0,1,81441.5235325
"3149",0,1,96710.99417831
"3150",0,1,20666.6247975
"3151",0,1,88448.55721516
"3152",0,1,114593.02470847
"3153",0,1,72218.64861168
"3154",2,2,9660.03039632
"3155",0,2,11168.81432414
"3156",5,2,9758.28539684
"3157",5,1,3756.73220383
"3158",12,1,8333.74393095
"3159",2,1,20827.44840893
"3160",11,1,25030.96033196
"3161",5,1,4494.28183962
"3162",2,1,13938.24731728
"3163",8,1,7492.87784575
"3164",12,1,13093.24499517
"3165",1,2,7729.82703633
"3166",0,2,7729.82703633
"3167",4,1,11266.37756811
"3168",5,1,6483.20731847
"3169",0,2,7519.29107518
"3170",2,2,7928.46768751
"3171",0,1,5660.46834655
"3172",18,1,10044.06324579
"3173",11,1,28255.144615
"3174",9,1,42522.93536201
"3175",6,1,24982.19066363
"3176",2,1,23667.82141951
"3177",4,1,80439.6559804
"3178",3,1,80439.6559804
"3179",5,1,10208.21832894
"3180",10,1,40635.95722876
"3181",2,1,7720.84190646
"3182",0,1,9549.46984165
"3183",15,1,14783.64478433
"3184",23,1,25502.80365642
"3185",3,1,40620.91350587
"3186",10,1,40620.91350587
"3187",6,1,14044.33022192
"3188",3,1,9812.27776768
"3189",11,1,35618.86979028
"3190",13,1,35618.86979028
"3191",9,1,29206.80640021
"3192",4,1,9812.27776768
"3193",7,1,41830.29724924
"3194",9,1,26831.43467441
"3195",6,3,4811.64055698
"3196",1,3,4811.64055698
"3197",1,3,4811.64055698
"3198",1,3,4811.64055698
"3199",6,1,27036.27856954
"3200",2,1,40616.19041847
"3201",13,1,14783.64478433
"3202",3,1,13553.66989911
"3203",3,1,40650.11818026
"3204",3,1,40650.11818026
"3205",12,1,38411.94082366
"3206",3,1,45630.66828288
"3207",9,1,46434.05421553
"3208",6,1,46064.94734739
"3209",9,1,27236.52971198
"3210",17,1,30059.65729902
"3211",5,1,51667.18667842
"3212",2,1,57212.06912687
"3213",4,1,34351.94808158
"3214",24,1,88908.38415383
"3215",3,1,13643.21504969
"3216",9,1,13643.21504969
"3217",13,1,29811.53676658
"3218",3,1,18109.0331373
"3219",10,1,69311.62323009
"3220",4,1,27628.45798238
"3221",8,1,33638.81721447
"3222",4,1,41772.50896894
"3223",10,1,31790.04315384
"3224",2,1,12382.44639857
"3225",9,1,7549.83235644
"3226",5,1,37189.65150277
"3227",5,1,39613.30187481
"3228",2,1,38646.05984477
"3229",4,1,14810.77042368
"3230",4,1,26627.45961234
"3231",13,1,27771.28311068
"3232",26,1,42761.63403668
"3233",9,1,46264.74554294
"3234",10,1,40891.37881001
"3235",4,2,61720.74308503
"3236",6,1,35242.14364323
"3237",5,1,25677.6303743
"3238",10,1,39618.13349047
"3239",10,1,39633.58000446
"3240",0,1,13309.35820507
"3241",2,1,41835.68240245
"3242",17,1,87160.94179941
"3243",7,1,3703.05503931
"3244",0,1,13348.62690115
"3245",5,1,30632.21078843
"3246",2,1,26063.91200427
"3247",5,1,35640.35737611
"3248",22,1,21615.15740574
"3249",3,1,62364.27199071
"3250",3,1,61234.76208545
"3251",6,1,39417.59521629
"3252",5,1,40620.91350587
"3253",5,1,35000.54980884
"3254",14,1,46136.47526437
"3255",6,1,35601.77591395
"3256",5,1,40680.17800942
"3257",6,1,22909.80668821
"3258",5,1,17626.35134106
"3259",3,1,66300.28452286
"3260",3,1,8437.55303034
"3261",7,1,8316.33800625
"3262",10,1,44031.09305589
"3263",7,1,22259.71249222
"3264",9,1,62977.4767361
"3265",5,1,35553.07665463
"3266",10,1,74094.00981189
"3267",6,1,43017.23147279
"3268",1,1,43017.23147279
"3269",13,1,64436.73541108
"3270",9,1,40239.36914339
"3271",10,1,36900.50741756
"3272",7,1,46855.7464303
"3273",15,1,31289.02497749
"3274",2,1,62364.27199071
"3275",8,1,53077.05824794
"3276",7,1,39618.13349047
"3277",17,1,35678.33660013
"3278",14,1,25620.22025784
"3279",3,1,38631.2318862
"3280",6,1,92620.86212146
"3281",6,1,28368.72752148
"3282",17,1,49554.23821387
"3283",11,1,94778.46911539
"3284",0,1,23699.28503845
"3285",20,1,30676.72607779
"3286",22,1,21603.96403546
"3287",12,1,47684.59815795
"3288",7,1,49525.86946008
"3289",12,1,40616.19041847
"3290",7,1,68232.28158905
"3291",17,1,30768.38070909
"3292",0,4,92813.10912079
"3293",4,1,38677.76772111
"3294",18,1,30059.65729902
"3295",13,1,26376.54277663
"3296",4,1,39782.95989049
"3297",4,1,25502.80365642
"3298",11,1,25736.02925567
"3299",17,1,6648.13535671
"3300",0,1,30587.44711166
"3301",14,1,38492.45442473
"3302",3,1,49525.86946008
"3303",2,1,87553.61924036
"3304",5,1,79792.23034038
"3305",15,1,41681.5080504
"3306",15,1,33888.99038352
"3307",7,1,40638.08818836
"3308",23,1,21687.9900701
"3309",0,1,49417.28901205
"3310",2,1,26710.64225224
"3311",6,1,37016.12430577
"3312",3,1,29817.84946573
"3313",2,1,20884.36532581
"3314",8,1,11648.57564534
"3315",5,1,25859.24193624
"3316",6,1,17698.5069582
"3317",15,2,73693.27739832
"3318",16,1,25241.84053572
"3319",4,1,11239.83123954
"3320",6,1,47520.22054082
"3321",4,1,34890.17248185
"3322",24,2,55437.65244651
"3323",0,1,24994.31059754
"3324",11,1,34533.5120921
"3325",2,1,27960.15906983
"3326",20,1,35664.29936674
"3327",12,1,35935.76578442
"3328",5,1,44326.58444204
"3329",7,1,43874.73382185
"3330",3,1,14783.64478433
"3331",0,1,20830.05814239
"3332",7,1,38030.97303021
"3333",23,1,29067.09352689
"3334",11,1,48524.43156271
"3335",19,1,36176.94036873
"3336",3,1,23847.78785201
"3337",0,1,25738.19110309
"3338",4,1,45944.4560139
"3339",9,1,24681.29994886
"3340",11,1,51316.86695357
"3341",17,1,51316.86695357
"3342",11,1,34069.77789468
"3343",0,2,28202.85120492
"3344",14,1,32419.59199609
"3345",0,1,36701.64640471
"3346",18,1,22455.49726787
"3347",10,1,23667.82141951
"3348",4,1,49338.52390636
"3349",4,1,28584.86944268
"3350",5,1,41619.48761613
"3351",8,1,23636.59489458
"3352",7,1,23668.27568728
"3353",4,2,47721.00437243
"3354",8,1,33668.40428413
"3355",15,1,52306.82469056
"3356",6,2,15853.65455104
"3357",20,2,11239.83123954
"3358",4,1,4693.29082206
"3359",8,1,31596.25634158
"3360",13,1,11995.41562804
"3361",5,1,16277.10514279
"3362",66,2,16544.62181448
"3363",5,1,47384.13919362
"3364",8,1,44471.84987544
"3365",4,1,27553.39118188
"3366",3,1,50010.6044413
"3367",0,1,37019.12302189
"3368",14,1,26993.64760296
"3369",9,1,28610.98743891
"3370",2,1,18638.91670916
"3371",4,1,48189.36452233
"3372",0,1,16277.10514279
"3373",19,1,27747.64231498
"3374",8,1,24998.60979605
"3375",10,1,44642.65134189
"3376",7,1,33536.46074577
"3377",11,1,18160.5932768
"3378",7,4,27723.81449513
"3379",5,1,42984.89307349
"3380",4,1,48176.79971059
"3381",3,1,28823.3006501
"3382",8,1,51316.86695357
"3383",17,1,48925.24814913
"3384",0,1,36686.85540884
"3385",0,1,26201.72678243
"3386",3,1,24622.97260783
"3387",6,1,37896.31189881
"3388",11,1,18638.91670916
"3389",6,1,51165.38464681
"3390",11,1,48431.94084099
"3391",5,1,24136.1753647
"3392",4,1,39644.36036678
"3393",18,1,18692.66501113
"3394",23,1,34070.63299663
"3395",4,1,24189.73539386
"3396",2,1,20568.16696534
"3397",0,1,28718.26171947
"3398",13,1,19170.9069485
"3399",6,1,19209.30223625
